image,label
D:/Study/code/archive/CamVid/train/0016E5_07710.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07710_L.png
D:/Study/code/archive/CamVid/train/0016E5_05280.png,D:/Study/code/archive/CamVid/train_labels/0016E5_05280_L.png
D:/Study/code/archive/CamVid/train/0016E5_04590.png,D:/Study/code/archive/CamVid/train_labels/0016E5_04590_L.png
D:/Study/code/archive/CamVid/train/0016E5_05010.png,D:/Study/code/archive/CamVid/train_labels/0016E5_05010_L.png
D:/Study/code/archive/CamVid/train/0006R0_f01110.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f01110_L.png
D:/Study/code/archive/CamVid/train/0016E5_02160.png,D:/Study/code/archive/CamVid/train_labels/0016E5_02160_L.png
D:/Study/code/archive/CamVid/train/0006R0_f02130.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f02130_L.png
D:/Study/code/archive/CamVid/train/0006R0_f01230.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f01230_L.png
D:/Study/code/archive/CamVid/train/0016E5_07350.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07350_L.png
D:/Study/code/archive/CamVid/train/0006R0_f01770.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f01770_L.png
D:/Study/code/archive/CamVid/train/0016E5_07860.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07860_L.png
D:/Study/code/archive/CamVid/train/0016E5_07110.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07110_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f00060.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f00060_L.png
D:/Study/code/archive/CamVid/train/0006R0_f03570.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f03570_L.png
D:/Study/code/archive/CamVid/train/0016E5_08460.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08460_L.png
D:/Study/code/archive/CamVid/train/0016E5_01290.png,D:/Study/code/archive/CamVid/train_labels/0016E5_01290_L.png
D:/Study/code/archive/CamVid/train/0016E5_08019.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08019_L.png
D:/Study/code/archive/CamVid/train/0016E5_07981.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07981_L.png
D:/Study/code/archive/CamVid/train/0016E5_07590.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07590_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f04800.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f04800_L.png
D:/Study/code/archive/CamVid/train/0016E5_06510.png,D:/Study/code/archive/CamVid/train_labels/0016E5_06510_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f03330.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f03330_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f03600.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f03600_L.png
D:/Study/code/archive/CamVid/train/0016E5_07983.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07983_L.png
D:/Study/code/archive/CamVid/train/0016E5_00540.png,D:/Study/code/archive/CamVid/train_labels/0016E5_00540_L.png
D:/Study/code/archive/CamVid/train/0016E5_08113.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08113_L.png
D:/Study/code/archive/CamVid/train/0016E5_02400.png,D:/Study/code/archive/CamVid/train_labels/0016E5_02400_L.png
D:/Study/code/archive/CamVid/train/0016E5_04350.png,D:/Study/code/archive/CamVid/train_labels/0016E5_04350_L.png
D:/Study/code/archive/CamVid/train/0016E5_04380.png,D:/Study/code/archive/CamVid/train_labels/0016E5_04380_L.png
D:/Study/code/archive/CamVid/train/0016E5_01590.png,D:/Study/code/archive/CamVid/train_labels/0016E5_01590_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f00030.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f00030_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f04530.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f04530_L.png
D:/Study/code/archive/CamVid/train/0016E5_06360.png,D:/Study/code/archive/CamVid/train_labels/0016E5_06360_L.png
D:/Study/code/archive/CamVid/train/0001TP_009210.png,D:/Study/code/archive/CamVid/train_labels/0001TP_009210_L.png
D:/Study/code/archive/CamVid/train/0016E5_05160.png,D:/Study/code/archive/CamVid/train_labels/0016E5_05160_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f00990.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f00990_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f05100.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f05100_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f03660.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f03660_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f00900.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f00900_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f02850.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f02850_L.png
D:/Study/code/archive/CamVid/train/0016E5_06210.png,D:/Study/code/archive/CamVid/train_labels/0016E5_06210_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f01230.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f01230_L.png
D:/Study/code/archive/CamVid/train/0016E5_08039.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08039_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f02820.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f02820_L.png
D:/Study/code/archive/CamVid/train/0006R0_f03270.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f03270_L.png
D:/Study/code/archive/CamVid/train/0016E5_07050.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07050_L.png
D:/Study/code/archive/CamVid/train/0016E5_06450.png,D:/Study/code/archive/CamVid/train_labels/0016E5_06450_L.png
D:/Study/code/archive/CamVid/train/0001TP_009750.png,D:/Study/code/archive/CamVid/train_labels/0001TP_009750_L.png
D:/Study/code/archive/CamVid/train/0016E5_02340.png,D:/Study/code/archive/CamVid/train_labels/0016E5_02340_L.png
D:/Study/code/archive/CamVid/train/0016E5_08035.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08035_L.png
D:/Study/code/archive/CamVid/train/0006R0_f03210.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f03210_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f01260.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f01260_L.png
D:/Study/code/archive/CamVid/train/0016E5_00600.png,D:/Study/code/archive/CamVid/train_labels/0016E5_00600_L.png
D:/Study/code/archive/CamVid/train/0016E5_02130.png,D:/Study/code/archive/CamVid/train_labels/0016E5_02130_L.png
D:/Study/code/archive/CamVid/train/0016E5_00570.png,D:/Study/code/archive/CamVid/train_labels/0016E5_00570_L.png
D:/Study/code/archive/CamVid/train/0016E5_07973.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07973_L.png
D:/Study/code/archive/CamVid/train/0006R0_f01860.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f01860_L.png
D:/Study/code/archive/CamVid/train/0016E5_08079.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08079_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f01860.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f01860_L.png
D:/Study/code/archive/CamVid/train/0016E5_05820.png,D:/Study/code/archive/CamVid/train_labels/0016E5_05820_L.png
D:/Study/code/archive/CamVid/train/0016E5_00990.png,D:/Study/code/archive/CamVid/train_labels/0016E5_00990_L.png
D:/Study/code/archive/CamVid/train/0016E5_05520.png,D:/Study/code/archive/CamVid/train_labels/0016E5_05520_L.png
D:/Study/code/archive/CamVid/train/0016E5_08003.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08003_L.png
D:/Study/code/archive/CamVid/train/0016E5_00630.png,D:/Study/code/archive/CamVid/train_labels/0016E5_00630_L.png
D:/Study/code/archive/CamVid/train/0016E5_08037.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08037_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f01650.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f01650_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f04230.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f04230_L.png
D:/Study/code/archive/CamVid/train/0006R0_f03330.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f03330_L.png
D:/Study/code/archive/CamVid/train/0016E5_07963.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07963_L.png
D:/Study/code/archive/CamVid/train/0016E5_05220.png,D:/Study/code/archive/CamVid/train_labels/0016E5_05220_L.png
D:/Study/code/archive/CamVid/train/0001TP_010080.png,D:/Study/code/archive/CamVid/train_labels/0001TP_010080_L.png
D:/Study/code/archive/CamVid/train/0016E5_05190.png,D:/Study/code/archive/CamVid/train_labels/0016E5_05190_L.png
D:/Study/code/archive/CamVid/train/0016E5_08023.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08023_L.png
D:/Study/code/archive/CamVid/train/0006R0_f00960.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f00960_L.png
D:/Study/code/archive/CamVid/train/0006R0_f00930.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f00930_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f03450.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f03450_L.png
D:/Study/code/archive/CamVid/train/0016E5_01770.png,D:/Study/code/archive/CamVid/train_labels/0016E5_01770_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f03720.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f03720_L.png
D:/Study/code/archive/CamVid/train/0016E5_05790.png,D:/Study/code/archive/CamVid/train_labels/0016E5_05790_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f03360.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f03360_L.png
D:/Study/code/archive/CamVid/train/0001TP_010110.png,D:/Study/code/archive/CamVid/train_labels/0001TP_010110_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f01800.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f01800_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f04020.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f04020_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f04200.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f04200_L.png
D:/Study/code/archive/CamVid/train/0001TP_010140.png,D:/Study/code/archive/CamVid/train_labels/0001TP_010140_L.png
D:/Study/code/archive/CamVid/train/0016E5_04560.png,D:/Study/code/archive/CamVid/train_labels/0016E5_04560_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f03030.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f03030_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f00450.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f00450_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f02730.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f02730_L.png
D:/Study/code/archive/CamVid/train/0016E5_08135.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08135_L.png
D:/Study/code/archive/CamVid/train/0016E5_07975.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07975_L.png
D:/Study/code/archive/CamVid/train/0016E5_01200.png,D:/Study/code/archive/CamVid/train_labels/0016E5_01200_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f04860.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f04860_L.png
D:/Study/code/archive/CamVid/train/0016E5_08153.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08153_L.png
D:/Study/code/archive/CamVid/train/0016E5_07290.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07290_L.png
D:/Study/code/archive/CamVid/train/0016E5_07995.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07995_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f04620.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f04620_L.png
D:/Study/code/archive/CamVid/train/0016E5_08159.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08159_L.png
D:/Study/code/archive/CamVid/train/0016E5_01800.png,D:/Study/code/archive/CamVid/train_labels/0016E5_01800_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f03420.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f03420_L.png
D:/Study/code/archive/CamVid/train/0006R0_f01440.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f01440_L.png
D:/Study/code/archive/CamVid/train/0006R0_f01560.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f01560_L.png
D:/Study/code/archive/CamVid/train/0006R0_f03510.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f03510_L.png
D:/Study/code/archive/CamVid/train/0006R0_f03660.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f03660_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f01890.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f01890_L.png
D:/Study/code/archive/CamVid/train/0016E5_08155.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08155_L.png
D:/Study/code/archive/CamVid/train/0016E5_07890.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07890_L.png
D:/Study/code/archive/CamVid/train/0016E5_08143.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08143_L.png
D:/Study/code/archive/CamVid/train/0016E5_01260.png,D:/Study/code/archive/CamVid/train_labels/0016E5_01260_L.png
D:/Study/code/archive/CamVid/train/0006R0_f03870.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f03870_L.png
D:/Study/code/archive/CamVid/train/0016E5_08073.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08073_L.png
D:/Study/code/archive/CamVid/train/0016E5_08121.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08121_L.png
D:/Study/code/archive/CamVid/train/0006R0_f03900.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f03900_L.png
D:/Study/code/archive/CamVid/train/0006R0_f01740.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f01740_L.png
D:/Study/code/archive/CamVid/train/0016E5_04980.png,D:/Study/code/archive/CamVid/train_labels/0016E5_04980_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f03960.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f03960_L.png
D:/Study/code/archive/CamVid/train/0016E5_06420.png,D:/Study/code/archive/CamVid/train_labels/0016E5_06420_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f03060.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f03060_L.png
D:/Study/code/archive/CamVid/train/0016E5_08099.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08099_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f02400.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f02400_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f03930.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f03930_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f03990.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f03990_L.png
D:/Study/code/archive/CamVid/train/0006R0_f03030.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f03030_L.png
D:/Study/code/archive/CamVid/train/0006R0_f01260.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f01260_L.png
D:/Study/code/archive/CamVid/train/0016E5_06090.png,D:/Study/code/archive/CamVid/train_labels/0016E5_06090_L.png
D:/Study/code/archive/CamVid/train/0016E5_05310.png,D:/Study/code/archive/CamVid/train_labels/0016E5_05310_L.png
D:/Study/code/archive/CamVid/train/0016E5_08123.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08123_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f00630.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f00630_L.png
D:/Study/code/archive/CamVid/train/0016E5_07680.png,D:/Study/code/archive/CamVid/train_labels/0016E5_07680_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f02190.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f02190_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f02550.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f02550_L.png
D:/Study/code/archive/CamVid/train/0016E5_08520.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08520_L.png
D:/Study/code/archive/CamVid/train/0006R0_f03840.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f03840_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f04500.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f04500_L.png
D:/Study/code/archive/CamVid/train/0016E5_08057.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08057_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f01950.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f01950_L.png
D:/Study/code/archive/CamVid/train/0016E5_05760.png,D:/Study/code/archive/CamVid/train_labels/0016E5_05760_L.png
D:/Study/code/archive/CamVid/train/0006R0_f03810.png,D:/Study/code/archive/CamVid/train_labels/0006R0_f03810_L.png
D:/Study/code/archive/CamVid/train/0001TP_010290.png,D:/Study/code/archive/CamVid/train_labels/0001TP_010290_L.png
D:/Study/code/archive/CamVid/train/0016E5_08115.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08115_L.png
D:/Study/code/archive/CamVid/train/0016E5_06960.png,D:/Study/code/archive/CamVid/train_labels/0016E5_06960_L.png
D:/Study/code/archive/CamVid/train/0001TP_009420.png,D:/Study/code/archive/CamVid/train_labels/0001TP_009420_L.png
D:/Study/code/archive/CamVid/train/0016E5_00870.png,D:/Study/code/archive/CamVid/train_labels/0016E5_00870_L.png
D:/Study/code/archive/CamVid/train/Seq05VD_f02760.png,D:/Study/code/archive/CamVid/train_labels/Seq05VD_f02760_L.png
D:/Study/code/archive/CamVid/train/0001TP_009240.png,D:/Study/code/archive/CamVid/train_labels/0001TP_009240_L.png
D:/Study/code/archive/CamVid/train/0016E5_08077.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08077_L.png
D:/Study/code/archive/CamVid/train/0016E5_08043.png,D:/Study/code/archive/CamVid/train_labels/0016E5_08043_L.png
D:/Study/code/archive/CamVid/val/0001TP_009900.png,D:/Study/code/archive/CamVid/val_labels/0001TP_009900_L.png
D:/Study/code/archive/CamVid/val/0016E5_08610.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08610_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f02280.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f02280_L.png
D:/Study/code/archive/CamVid/val/0016E5_08045.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08045_L.png
D:/Study/code/archive/CamVid/val/0001TP_009030.png,D:/Study/code/archive/CamVid/val_labels/0001TP_009030_L.png
D:/Study/code/archive/CamVid/val/0016E5_08105.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08105_L.png
D:/Study/code/archive/CamVid/val/0006R0_f01920.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f01920_L.png
D:/Study/code/archive/CamVid/val/0016E5_06270.png,D:/Study/code/archive/CamVid/val_labels/0016E5_06270_L.png
D:/Study/code/archive/CamVid/val/0016E5_08640.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08640_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f03780.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f03780_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f00810.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f00810_L.png
D:/Study/code/archive/CamVid/val/0016E5_08005.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08005_L.png
D:/Study/code/archive/CamVid/val/0001TP_009960.png,D:/Study/code/archive/CamVid/val_labels/0001TP_009960_L.png
D:/Study/code/archive/CamVid/val/0016E5_05670.png,D:/Study/code/archive/CamVid/val_labels/0016E5_05670_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f04470.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f04470_L.png
D:/Study/code/archive/CamVid/val/0006R0_f01980.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f01980_L.png
D:/Study/code/archive/CamVid/val/0016E5_01320.png,D:/Study/code/archive/CamVid/val_labels/0016E5_01320_L.png
D:/Study/code/archive/CamVid/val/0016E5_08049.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08049_L.png
D:/Study/code/archive/CamVid/val/0016E5_07170.png,D:/Study/code/archive/CamVid/val_labels/0016E5_07170_L.png
D:/Study/code/archive/CamVid/val/0016E5_00480.png,D:/Study/code/archive/CamVid/val_labels/0016E5_00480_L.png
D:/Study/code/archive/CamVid/val/0006R0_f02790.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f02790_L.png
D:/Study/code/archive/CamVid/val/0006R0_f02550.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f02550_L.png
D:/Study/code/archive/CamVid/val/0016E5_08007.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08007_L.png
D:/Study/code/archive/CamVid/val/0016E5_08151.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08151_L.png
D:/Study/code/archive/CamVid/val/0016E5_07140.png,D:/Study/code/archive/CamVid/val_labels/0016E5_07140_L.png
D:/Study/code/archive/CamVid/val/0016E5_04830.png,D:/Study/code/archive/CamVid/val_labels/0016E5_04830_L.png
D:/Study/code/archive/CamVid/val/0006R0_f01320.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f01320_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f00780.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f00780_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f00840.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f00840_L.png
D:/Study/code/archive/CamVid/val/0006R0_f03480.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f03480_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f04440.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f04440_L.png
D:/Study/code/archive/CamVid/val/0016E5_01980.png,D:/Study/code/archive/CamVid/val_labels/0016E5_01980_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f02970.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f02970_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f04680.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f04680_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f02370.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f02370_L.png
D:/Study/code/archive/CamVid/val/0001TP_009930.png,D:/Study/code/archive/CamVid/val_labels/0001TP_009930_L.png
D:/Study/code/archive/CamVid/val/0016E5_08147.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08147_L.png
D:/Study/code/archive/CamVid/val/0006R0_f01890.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f01890_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f04710.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f04710_L.png
D:/Study/code/archive/CamVid/val/0016E5_01380.png,D:/Study/code/archive/CamVid/val_labels/0016E5_01380_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f02940.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f02940_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f03840.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f03840_L.png
D:/Study/code/archive/CamVid/val/0016E5_00510.png,D:/Study/code/archive/CamVid/val_labels/0016E5_00510_L.png
D:/Study/code/archive/CamVid/val/0016E5_05400.png,D:/Study/code/archive/CamVid/val_labels/0016E5_05400_L.png
D:/Study/code/archive/CamVid/val/0016E5_00750.png,D:/Study/code/archive/CamVid/val_labels/0016E5_00750_L.png
D:/Study/code/archive/CamVid/val/0016E5_00720.png,D:/Study/code/archive/CamVid/val_labels/0016E5_00720_L.png
D:/Study/code/archive/CamVid/val/0016E5_08051.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08051_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f02340.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f02340_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f00870.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f00870_L.png
D:/Study/code/archive/CamVid/val/0006R0_f02580.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f02580_L.png
D:/Study/code/archive/CamVid/val/0016E5_04800.png,D:/Study/code/archive/CamVid/val_labels/0016E5_04800_L.png
D:/Study/code/archive/CamVid/val/0016E5_06300.png,D:/Study/code/archive/CamVid/val_labels/0016E5_06300_L.png
D:/Study/code/archive/CamVid/val/0006R0_f03420.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f03420_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f00210.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f00210_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f03870.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f03870_L.png
D:/Study/code/archive/CamVid/val/0001TP_009300.png,D:/Study/code/archive/CamVid/val_labels/0001TP_009300_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f01440.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f01440_L.png
D:/Study/code/archive/CamVid/val/0016E5_07989.png,D:/Study/code/archive/CamVid/val_labels/0016E5_07989_L.png
D:/Study/code/archive/CamVid/val/0001TP_009060.png,D:/Study/code/archive/CamVid/val_labels/0001TP_009060_L.png
D:/Study/code/archive/CamVid/val/0016E5_06900.png,D:/Study/code/archive/CamVid/val_labels/0016E5_06900_L.png
D:/Study/code/archive/CamVid/val/0016E5_02250.png,D:/Study/code/archive/CamVid/val_labels/0016E5_02250_L.png
D:/Study/code/archive/CamVid/val/0016E5_07800.png,D:/Study/code/archive/CamVid/val_labels/0016E5_07800_L.png
D:/Study/code/archive/CamVid/val/0016E5_04770.png,D:/Study/code/archive/CamVid/val_labels/0016E5_04770_L.png
D:/Study/code/archive/CamVid/val/0016E5_06330.png,D:/Study/code/archive/CamVid/val_labels/0016E5_06330_L.png
D:/Study/code/archive/CamVid/val/0016E5_07830.png,D:/Study/code/archive/CamVid/val_labels/0016E5_07830_L.png
D:/Study/code/archive/CamVid/val/0016E5_05430.png,D:/Study/code/archive/CamVid/val_labels/0016E5_05430_L.png
D:/Study/code/archive/CamVid/val/0006R0_f03450.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f03450_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f01680.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f01680_L.png
D:/Study/code/archive/CamVid/val/0016E5_07770.png,D:/Study/code/archive/CamVid/val_labels/0016E5_07770_L.png
D:/Study/code/archive/CamVid/val/0016E5_05640.png,D:/Study/code/archive/CamVid/val_labels/0016E5_05640_L.png
D:/Study/code/archive/CamVid/val/0016E5_07740.png,D:/Study/code/archive/CamVid/val_labels/0016E5_07740_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f03180.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f03180_L.png
D:/Study/code/archive/CamVid/val/0016E5_08107.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08107_L.png
D:/Study/code/archive/CamVid/val/0001TP_009270.png,D:/Study/code/archive/CamVid/val_labels/0001TP_009270_L.png
D:/Study/code/archive/CamVid/val/0016E5_02010.png,D:/Study/code/archive/CamVid/val_labels/0016E5_02010_L.png
